Reporting Starts,Reporting Ends,Campaign Name,Ad Set Name,Ad Name,Amount Spent (USD),Impressions,Link Clicks,CPM,CTR,Purchases,Purchases Conversion Value
2025-12-16,2025-12-16,Clearance Jacket - BOF - Retargeting,Website Visitors - Clearance Jacket,DPA - Clearance Jacke,16.45,1714,47,9.6,2.79,1,17.99
2025-12-16,2025-12-16,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,38.4,1612,14,23.82,0.89,1,12.0
2025-12-16,2025-12-16,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,9.79,641,6,15.27,0.94,0,0.0
2025-12-16,2025-12-16,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,21.5,962,10,22.35,1.05,0,0.0
2025-12-16,2025-12-16,Handcrafted Wallet - TOF - Interests,Broad Interests - Handcrafted Wallet,Creative A - Handcrafted Wal,3.09,238,3,12.99,1.32,0,0.0
2025-12-17,2025-12-17,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,6.2,443,5,13.99,1.19,0,0.0
2025-12-17,2025-12-17,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,5.9,429,5,13.75,1.26,0,0.0
2025-12-17,2025-12-17,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,12.47,769,10,16.21,1.36,0,0.0
2025-12-17,2025-12-17,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,11.97,513,7,23.34,1.41,0,0.0
2025-12-17,2025-12-17,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,16.57,1375,12,12.05,0.9,0,0.0
2025-12-17,2025-12-17,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,10.85,1208,41,8.98,3.42,1,107.99
2025-12-17,2025-12-17,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,25.31,1352,12,18.72,0.95,1,71.99
2025-12-17,2025-12-17,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,10.73,525,7,20.44,1.35,0,0.0
2025-12-18,2025-12-18,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,5.89,332,4,17.75,1.26,0,0.0
2025-12-18,2025-12-18,Handcrafted Wallet - BOF - Retargeting,Website Visitors - Handcrafted Wallet,DPA - Handcrafted Wal,11.64,856,22,13.6,2.64,1,95.99
2025-12-18,2025-12-18,Handcrafted Wallet - TOF - Interests,Broad Interests - Handcrafted Wallet,Creative A - Handcrafted Wal,27.19,1754,18,15.5,1.08,1,63.99
2025-12-18,2025-12-18,Handcrafted Wallet - TOF - Interests,Broad Interests - Handcrafted Wallet,Creative A - Handcrafted Wal,3.54,241,3,14.69,1.41,0,0.0
2025-12-18,2025-12-18,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,15.01,1089,16,13.78,1.49,0,0.0
2025-12-18,2025-12-18,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,12.14,752,6,16.14,0.89,0,0.0
2025-12-18,2025-12-18,Polo Shirt - BOF - Retargeting,Website Visitors - Polo Shirt,DPA - Polo Shirt,14.14,1330,41,10.63,3.12,1,59.99
2025-12-18,2025-12-18,Polo Shirt - TOF - Interests,Broad Interests - Polo Shirt,Creative A - Polo Shirt,33.01,2601,31,12.69,1.2,1,39.99
2025-12-18,2025-12-18,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,13.28,928,22,14.31,2.37,1,107.99
2025-12-18,2025-12-18,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,30.98,1337,20,23.17,1.5,1,71.99
2025-12-18,2025-12-18,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,13.3,1042,8,12.76,0.82,0,0.0
2025-12-19,2025-12-19,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,7.84,359,4,21.84,1.24,0,0.0
2025-12-19,2025-12-19,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,27.43,1748,22,15.69,1.29,0,0.0
2025-12-19,2025-12-19,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,8.15,437,6,18.65,1.49,0,0.0
2025-12-19,2025-12-19,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,9.12,605,8,15.07,1.35,0,0.0
2025-12-19,2025-12-19,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,11.46,684,9,16.76,1.46,0,0.0
2025-12-19,2025-12-19,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,7.56,550,6,13.74,1.23,0,0.0
2025-12-20,2025-12-20,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,13.51,660,5,20.47,0.83,0,0.0
2025-12-20,2025-12-20,Luxury Belt - TOF - Interests,Broad Interests - Luxury Belt,Creative A - Luxury Belt,7.84,465,5,16.87,1.18,0,0.0
2025-12-20,2025-12-20,Luxury Silk Scarf - BOF - Retargeting,Website Visitors - Luxury Silk Scarf,DPA - Luxury Silk Sca,5.61,424,9,13.22,2.16,1,53.99
2025-12-20,2025-12-20,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,13.07,793,11,16.48,1.49,1,36.0
2025-12-20,2025-12-20,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,12.6,570,6,22.1,1.19,0,0.0
2025-12-20,2025-12-20,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,8.06,437,5,18.45,1.25,0,0.0
2025-12-21,2025-12-21,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,8.66,382,4,22.68,1.26,0,0.0
2025-12-21,2025-12-21,Clearance Jacket - BOF - Retargeting,Website Visitors - Clearance Jacket,DPA - Clearance Jacke,30.87,3243,117,9.52,3.61,1,35.99
2025-12-21,2025-12-21,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,72.05,3123,35,23.07,1.13,1,23.99
2025-12-21,2025-12-21,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,14.07,574,5,24.51,0.92,0,0.0
2025-12-21,2025-12-21,Luxury Belt - TOF - Interests,Broad Interests - Luxury Belt,Creative A - Luxury Belt,9.72,567,5,17.14,0.97,0,0.0
2025-12-21,2025-12-21,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,8.45,361,4,23.41,1.36,0,0.0
2025-12-21,2025-12-21,Premium Leather Bag - BOF - Retargeting,Website Visitors - Premium Leather Bag,DPA - Premium Leather,15.03,1837,39,8.18,2.16,1,143.99
2025-12-21,2025-12-21,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,35.07,2005,20,17.49,1.03,1,95.99
2025-12-22,2025-12-22,Cashmere Sweater - BOF - Retargeting,Website Visitors - Cashmere Sweater,DPA - Cashmere Sweate,8.08,708,26,11.41,3.76,1,71.99
2025-12-22,2025-12-22,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,18.86,1030,10,18.31,1.05,1,48.0
2025-12-22,2025-12-22,Handcrafted Wallet - BOF - Retargeting,Website Visitors - Handcrafted Wallet,DPA - Handcrafted Wal,5.73,462,10,12.41,2.35,1,47.99
2025-12-22,2025-12-22,Handcrafted Wallet - TOF - Interests,Broad Interests - Handcrafted Wallet,Creative A - Handcrafted Wal,13.37,620,6,21.57,1.07,1,32.0
2025-12-22,2025-12-22,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,18.74,1088,14,17.22,1.36,0,0.0
2025-12-22,2025-12-22,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,22.31,1449,12,15.4,0.87,0,0.0
2025-12-22,2025-12-22,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,28.42,1623,16,17.51,1.05,0,0.0
2025-12-22,2025-12-22,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,20.38,1362,11,14.96,0.82,0,0.0
2025-12-22,2025-12-22,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,9.61,413,4,23.28,0.97,0,0.0
2025-12-22,2025-12-22,Standard Lanyard - BOF - Retargeting,Website Visitors - Standard Lanyard,DPA - Standard Lanyar,7.41,685,26,10.82,3.8,2,14.38
2025-12-22,2025-12-22,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,17.3,742,10,23.31,1.45,1,9.59
2025-12-23,2025-12-23,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,9.12,370,3,24.65,0.89,0,0.0
2025-12-23,2025-12-23,Basic Phone Case - TOF - Interests,Broad Interests - Basic Phone Case,Creative A - Basic Phone Cas,8.67,395,3,21.96,0.81,0,0.0
2025-12-23,2025-12-23,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,13.58,806,11,16.85,1.37,0,0.0
2025-12-23,2025-12-23,Last Season Dress - BOF - Retargeting,Website Visitors - Last Season Dress,DPA - Last Season Dre,22.33,1710,47,13.06,2.79,1,29.99
2025-12-23,2025-12-23,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,52.13,3464,33,15.05,0.97,1,19.99
2025-12-23,2025-12-23,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,5.72,446,10,12.83,2.38,1,53.99
2025-12-23,2025-12-23,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,13.34,614,4,21.73,0.81,1,36.0
2025-12-23,2025-12-23,Sample Sale Coat - BOF - Retargeting,Website Visitors - Sample Sale Coat,DPA - Sample Sale Coa,26.36,1951,76,13.51,3.94,1,29.99
2025-12-23,2025-12-23,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,61.55,4573,57,13.46,1.27,1,20.0
2025-12-23,2025-12-23,Sport Sneakers - TOF - Interests,Broad Interests - Sport Sneakers,Creative A - Sport Sneakers,11.13,647,8,17.2,1.33,0,0.0
2025-12-24,2025-12-24,Artisan Watch - BOF - Retargeting,Website Visitors - Artisan Watch,DPA - Artisan Watch,14.83,1532,33,9.68,2.17,1,131.99
2025-12-24,2025-12-24,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,34.6,1577,13,21.94,0.83,1,87.99
2025-12-24,2025-12-24,Discontinued Boots - BOF - Retargeting,Website Visitors - Discontinued Boots,DPA - Discontinued Bo,42.04,4000,136,10.51,3.41,1,47.99
2025-12-24,2025-12-24,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,98.12,4754,41,20.64,0.87,1,31.99
2025-12-24,2025-12-24,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,5.56,297,2,18.73,0.89,0,0.0
2025-12-24,2025-12-24,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,8.03,442,6,18.16,1.48,0,0.0
2025-12-24,2025-12-24,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,12.33,749,8,16.46,1.19,0,0.0
2025-12-25,2025-12-25,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,10.09,827,9,12.2,1.11,0,0.0
2025-12-25,2025-12-25,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,10.17,789,11,12.89,1.47,0,0.0
2025-12-25,2025-12-25,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,21.76,1607,20,13.54,1.31,0,0.0
2025-12-25,2025-12-25,Designer Sunglasses - BOF - Retargeting,Website Visitors - Designer Sunglasses,DPA - Designer Sungla,6.71,614,17,10.93,2.84,1,59.99
2025-12-25,2025-12-25,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,15.67,1268,13,12.36,1.09,1,40.0
2025-12-25,2025-12-25,Handcrafted Wallet - BOF - Retargeting,Website Visitors - Handcrafted Wallet,DPA - Handcrafted Wal,5.61,454,15,12.36,3.37,1,47.99
2025-12-25,2025-12-25,Handcrafted Wallet - TOF - Interests,Broad Interests - Handcrafted Wallet,Creative A - Handcrafted Wal,13.11,546,4,24.02,0.88,1,32.0
2025-12-26,2025-12-26,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,6.65,424,5,15.69,1.37,0,0.0
2025-12-26,2025-12-26,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,13.82,573,7,24.11,1.26,0,0.0
2025-12-26,2025-12-26,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,22.14,981,12,22.57,1.29,0,0.0
2025-12-26,2025-12-26,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,27.12,1347,10,20.13,0.81,0,0.0
2025-12-26,2025-12-26,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,9.72,414,5,23.47,1.26,0,0.0
2025-12-27,2025-12-27,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,9.79,417,6,23.48,1.45,0,0.0
2025-12-27,2025-12-27,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,6.9,369,3,18.69,0.98,0,0.0
2025-12-27,2025-12-27,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,12.29,604,6,20.34,1.03,0,0.0
2025-12-27,2025-12-27,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,18.87,776,11,24.32,1.5,0,0.0
2025-12-27,2025-12-27,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,23.77,951,11,24.99,1.19,0,0.0
2025-12-27,2025-12-27,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,24.72,1603,16,15.42,1.03,0,0.0
2025-12-28,2025-12-28,Artisan Watch - BOF - Retargeting,Website Visitors - Artisan Watch,DPA - Artisan Watch,15.07,1615,51,9.33,3.22,1,131.99
2025-12-28,2025-12-28,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,35.15,1501,15,23.42,1.03,1,87.99
2025-12-28,2025-12-28,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,13.1,822,8,15.94,1.0,0,0.0
2025-12-28,2025-12-28,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,5.25,293,2,17.93,0.81,0,0.0
2025-12-28,2025-12-28,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,10.34,540,4,19.14,0.9,0,0.0
2025-12-28,2025-12-28,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,4.21,212,2,19.88,1.03,0,0.0
2025-12-28,2025-12-28,Sport Sneakers - TOF - Interests,Broad Interests - Sport Sneakers,Creative A - Sport Sneakers,8.71,513,6,16.97,1.18,0,0.0
2025-12-28,2025-12-28,Standard Lanyard - BOF - Retargeting,Website Visitors - Standard Lanyard,DPA - Standard Lanyar,2.1,231,4,9.08,2.09,1,4.79
2025-12-28,2025-12-28,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,4.89,263,3,18.58,1.19,1,3.2
2025-12-29,2025-12-29,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,13.31,953,9,13.97,0.99,0,0.0
2025-12-29,2025-12-29,Classic T-Shirt - BOF - Retargeting,Website Visitors - Classic T-Shirt,DPA - Classic T-Shirt,11.45,768,29,14.91,3.82,1,59.99
2025-12-29,2025-12-29,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,26.73,1336,11,20.01,0.87,1,39.99
2025-12-29,2025-12-29,Handcrafted Wallet - BOF - Retargeting,Website Visitors - Handcrafted Wallet,DPA - Handcrafted Wal,5.97,432,10,13.83,2.33,1,47.99
2025-12-29,2025-12-29,Handcrafted Wallet - TOF - Interests,Broad Interests - Handcrafted Wallet,Creative A - Handcrafted Wal,13.96,637,8,21.91,1.31,1,32.0
2025-12-29,2025-12-29,Last Season Dress - BOF - Retargeting,Website Visitors - Last Season Dress,DPA - Last Season Dre,28.01,2955,106,9.48,3.62,1,29.99
2025-12-29,2025-12-29,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,65.33,2959,28,22.08,0.98,1,19.99
2025-12-29,2025-12-29,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,28.14,2297,23,12.25,1.04,0,0.0
2025-12-29,2025-12-29,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,8.55,574,8,14.89,1.4,0,0.0
2025-12-29,2025-12-29,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,14.0,785,10,17.84,1.3,0,0.0
2025-12-29,2025-12-29,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,10.18,700,7,14.55,1.12,0,0.0
2025-12-30,2025-12-30,Basic Phone Case - BOF - Retargeting,Website Visitors - Basic Phone Case,DPA - Basic Phone Cas,7.26,527,16,13.78,3.1,1,15.59
2025-12-30,2025-12-30,Basic Phone Case - TOF - Interests,Broad Interests - Basic Phone Case,Creative A - Basic Phone Cas,16.96,781,7,21.72,0.98,1,10.39
2025-12-30,2025-12-30,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,9.3,540,8,17.23,1.48,0,0.0
2025-12-30,2025-12-30,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,14.5,647,8,22.41,1.31,0,0.0
2025-12-30,2025-12-30,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,12.96,872,8,14.86,1.0,0,0.0
2025-12-31,2025-12-31,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,19.59,1352,17,14.49,1.28,0,0.0
2025-12-31,2025-12-31,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,5.43,227,2,23.9,0.99,0,0.0
2025-12-31,2025-12-31,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,3.38,138,2,24.49,1.48,0,0.0
2025-12-31,2025-12-31,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,9.15,477,6,19.18,1.39,0,0.0
2025-12-31,2025-12-31,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,25.74,1063,15,24.21,1.41,0,0.0
2026-01-01,2026-01-01,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,4.52,195,2,23.18,1.24,0,0.0
2026-01-01,2026-01-01,Cashmere Sweater - BOF - Retargeting,Website Visitors - Cashmere Sweater,DPA - Cashmere Sweate,8.85,772,24,11.46,3.12,1,71.99
2026-01-01,2026-01-01,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,20.67,1000,14,20.67,1.46,1,48.0
2026-01-01,2026-01-01,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,13.04,595,7,21.91,1.31,0,0.0
2026-01-01,2026-01-01,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,9.42,717,6,13.14,0.97,0,0.0
2026-01-01,2026-01-01,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,9.24,563,7,16.41,1.37,0,0.0
2026-01-01,2026-01-01,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,7.54,304,4,24.81,1.45,0,0.0
2026-01-01,2026-01-01,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,13.39,983,12,13.62,1.27,0,0.0
2026-01-01,2026-01-01,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,14.81,998,14,14.84,1.41,0,0.0
2026-01-02,2026-01-02,Basic Phone Case - TOF - Interests,Broad Interests - Basic Phone Case,Creative A - Basic Phone Cas,11.16,607,8,18.39,1.36,0,0.0
2026-01-02,2026-01-02,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,12.53,583,5,21.5,0.95,0,0.0
2026-01-02,2026-01-02,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,12.65,731,10,17.31,1.49,0,0.0
2026-01-02,2026-01-02,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,24.73,1638,19,15.1,1.19,0,0.0
2026-01-02,2026-01-02,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,29.92,2407,35,12.43,1.46,0,0.0
2026-01-03,2026-01-03,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,8.27,518,6,15.96,1.3,0,0.0
2026-01-03,2026-01-03,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,12.1,520,6,23.27,1.33,0,0.0
2026-01-03,2026-01-03,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,13.48,795,7,16.96,1.0,0,0.0
2026-01-03,2026-01-03,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,24.73,1117,14,22.14,1.32,0,0.0
2026-01-03,2026-01-03,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,6.1,281,2,21.7,0.86,0,0.0
2026-01-03,2026-01-03,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,24.75,1067,12,23.2,1.2,0,0.0
2026-01-04,2026-01-04,Basic Socks 3-Pack - BOF - Retargeting,Website Visitors - Basic Socks 3-Pack,DPA - Basic Socks 3-P,10.54,1171,27,9.0,2.33,1,23.99
2026-01-04,2026-01-04,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,24.58,1073,10,22.91,0.97,1,15.99
2026-01-04,2026-01-04,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,11.67,576,7,20.26,1.35,0,0.0
2026-01-04,2026-01-04,Designer Sunglasses - BOF - Retargeting,Website Visitors - Designer Sunglasses,DPA - Designer Sungla,7.24,825,30,8.77,3.74,1,59.99
2026-01-04,2026-01-04,Designer Sunglasses - BOF - Retargeting,Website Visitors - Designer Sunglasses,DPA - Designer Sungla,6.33,606,13,10.45,2.2,1,59.99
2026-01-04,2026-01-04,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,16.87,805,9,20.96,1.18,1,40.0
2026-01-04,2026-01-04,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,14.77,631,7,23.41,1.18,1,40.0
2026-01-04,2026-01-04,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,19.93,1483,12,13.44,0.83,0,0.0
2026-01-04,2026-01-04,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,24.52,1076,13,22.79,1.3,0,0.0
2026-01-04,2026-01-04,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,3.44,227,2,15.14,1.28,0,0.0
2026-01-04,2026-01-04,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,4.44,354,4,12.55,1.2,0,0.0
2026-01-04,2026-01-04,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,8.13,341,3,23.84,1.02,0,0.0
2026-01-04,2026-01-04,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,9.53,707,9,13.48,1.32,0,0.0
2026-01-05,2026-01-05,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,8.96,659,9,13.6,1.44,0,0.0
2026-01-05,2026-01-05,Handcrafted Wallet - BOF - Retargeting,Website Visitors - Handcrafted Wallet,DPA - Handcrafted Wal,10.61,1029,39,10.31,3.87,1,95.99
2026-01-05,2026-01-05,Handcrafted Wallet - TOF - Interests,Broad Interests - Handcrafted Wallet,Creative A - Handcrafted Wal,24.76,1132,14,21.87,1.29,1,63.99
2026-01-05,2026-01-05,Overstock Pants - BOF - Retargeting,Website Visitors - Overstock Pants,DPA - Overstock Pants,8.58,699,25,12.28,3.69,1,11.99
2026-01-05,2026-01-05,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,20.06,1648,13,12.17,0.84,1,8.0
2026-01-05,2026-01-05,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,6.38,488,5,13.08,1.07,0,0.0
2026-01-06,2026-01-06,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,29.66,1226,17,24.19,1.39,0,0.0
2026-01-06,2026-01-06,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,20.85,992,11,21.02,1.2,0,0.0
2026-01-06,2026-01-06,Luxury Silk Scarf - BOF - Retargeting,Website Visitors - Luxury Silk Scarf,DPA - Luxury Silk Sca,6.66,748,28,8.91,3.83,1,53.99
2026-01-06,2026-01-06,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,15.57,1111,12,14.01,1.12,1,36.0
2026-01-06,2026-01-06,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,5.8,396,5,14.64,1.34,0,0.0
2026-01-06,2026-01-06,Premium Leather Bag - BOF - Retargeting,Website Visitors - Premium Leather Bag,DPA - Premium Leather,14.52,1366,32,10.63,2.41,1,143.99
